avg_centipawn_loss,std_centipawn_loss,median_centipawn_loss,max_centipawn_loss,cp_loss_q25,cp_loss_q75,top1_move_rate,blunder_rate,mistake_rate,cp_loss_variance,player_elo,opponent_elo,elo_diff,player_rd,game_length,time_base,won,is_computer
22.344827586206897,26.558037762565586,14.0,132.0,2.0,31.0,0.4482758620689655,0.0,0.034482758620689655,705.3293697978597,2120,1882,238,35.5,58,300,1.0,1
36.86206896551724,45.8714276165616,17.0,206.0,3.0,64.0,0.3448275862068966,0.034482758620689655,0.034482758620689655,2104.18787158145,1882,2120,-238,27.8,58,300,0.0,0
22.02857142857143,26.912010822876326,7.0,111.0,0.5,34.5,0.6285714285714286,0.0,0.02857142857142857,724.2563265306125,2444,2132,312,44.5,79,900,1.0,1
27.542857142857144,40.29770844753395,5.0,156.0,0.0,41.0,0.5142857142857142,0.0,0.08571428571428572,1623.905306122449,2132,2444,-312,146.0,79,900,0.0,0
15.473684210526315,23.625072366478154,5.0,80.0,0.0,19.5,0.7894736842105263,0.0,0.0,558.1440443213296,2550,1590,960,44.4,37,180,1.0,1
56.27777777777778,71.22328392344393,36.5,227.0,4.25,58.5,0.4444444444444444,0.1111111111111111,0.1111111111111111,5072.756172839507,1590,2550,-960,39.0,37,180,0.0,0
45.8,88.31301473411817,26.0,512.0,4.0,44.0,0.2571428571428571,0.02857142857142857,0.02857142857142857,7799.188571428573,2125,1910,215,33.7,120,900,0.0,1
43.714285714285715,83.37679410914266,19.0,438.0,0.5,40.5,0.42857142857142855,0.05714285714285714,0.02857142857142857,6951.689795918368,1910,2125,-215,32.1,120,900,1.0,0
0.75,1.299038105676658,0.0,3.0,0.0,0.75,1.0,0.0,0.0,1.6875,2266,1900,366,20.2,9,300,1.0,1
181.2,151.95183447395428,146.0,430.0,65.0,263.0,0.2,0.4,0.2,23089.359999999997,1900,2266,-366,56.5,9,300,0.0,0
17.0,22.309511104331392,8.0,99.0,0.0,26.5,0.6571428571428571,0.0,0.0,497.7142857142857,2708,1559,1149,71.7,90,900,1.0,1
24.685714285714287,32.459884190068415,6.0,125.0,0.0,43.0,0.45714285714285713,0.0,0.05714285714285714,1053.6440816326533,1559,2708,-1149,64.4,90,900,0.0,0
31.46153846153846,36.90031349588612,9.0,103.0,2.0,49.0,0.3076923076923077,0.0,0.07692307692307693,1361.633136094675,2167,2115,52,28.8,26,300,1.0,1
